epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_sec
1,2.191664294878642,1.9890532474517821,0.2,0.25,0.0009938441702975688,3.9535436000005575
2,1.9533067859013875,1.9051497974395752,0.31333333333333335,0.298,0.0009755282581475768,3.866135399999621
3,1.77218678855896,1.743914330482483,0.352,0.361,0.0009455032620941839,3.78219469999749
4,1.5840089508692423,1.672154676437378,0.422,0.378,0.0009045084971874737,3.674210299999686
5,1.418323410987854,1.656709909439087,0.484,0.402,0.0008535533905932737,3.81420039999648
6,1.3251792367299398,1.5845791597366332,0.5053333333333333,0.439,0.0007938926261462366,3.84259480000037
7,1.1842628984451293,1.574854754447937,0.572,0.44,0.0007269952498697733,3.707407100002456
8,1.074703929901123,1.6280715103149415,0.6033333333333334,0.439,0.0006545084971874737,3.7648030999989714
9,0.9678450722694397,1.5943318548202514,0.6566666666666666,0.467,0.0005782172325201155,3.8807035999998334
10,0.8723813600540161,1.603536156654358,0.6873333333333334,0.465,0.0005,3.84676010000112
11,0.7839447258313497,1.6411167392730712,0.7206666666666667,0.453,0.0004217827674798847,4.0542408999972395
12,0.6655346018473307,1.6983454065322876,0.7753333333333333,0.462,0.00034549150281252633,3.7263298999969265
13,0.5752926824887593,1.73735604763031,0.8173333333333334,0.465,0.00027300475013022663,3.7766620999973384
14,0.4914389855066935,1.7776771392822266,0.852,0.471,0.00020610737385376348,3.945474000000104
15,0.4341585381825765,1.814723816871643,0.87,0.466,0.00014644660940672625,4.1198764000000665
16,0.40390296626091005,1.8404588794708252,0.89,0.464,9.549150281252631e-05,3.9067686999987927
17,0.3624339752197266,1.8504850788116456,0.906,0.47,5.4496737905816096e-05,3.989978899997368
18,0.33944439673423765,1.8569995250701905,0.9213333333333333,0.475,2.447174185242323e-05,3.8212169999969774
19,0.32677661216259,1.8596521081924438,0.9246666666666666,0.478,6.15582970243117e-06,4.024076900001091
20,0.32054933373133343,1.862191554069519,0.93,0.476,0.0,3.9501342000003206
