epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_sec
1,10.806885270881653,2.318215184211731,0.1018,0.102,0.05,8.605398699999995
2,2.444823517990112,20.791449031829835,0.0934,0.085,0.05,59.74591810000001
3,2.623790354728699,2.309634479522705,0.1008,0.089,0.05,1164.9622846
4,3.558482910346985,2.312119086265564,0.0876,0.103,0.05,1200.5687087
5,2.3738910115242002,2.309796765327454,0.0958,0.112,0.05,1534.0100182999995
6,2.501620766067505,2.3213419885635376,0.0878,0.095,0.05,1151.8699621999995
7,2.3218026483535765,2.310233313560486,0.0994,0.099,0.05,975.1485413
8,2.4996924661159516,2.318424057006836,0.1044,0.099,0.05,3963.377650700001
9,5.124454743289948,2.312235411643982,0.0946,0.102,0.05,85.88823940000111
10,2.760069612121582,2.3346174802780153,0.1004,0.084,0.05,119.34345339999891
11,2.61752511138916,2.3938297634124757,0.109,0.103,0.05,138.05714389999957
12,50.2463393119812,2.3233709783554075,0.0974,0.109,0.05,141.74461510000037
13,2.4572199177742005,2.317306752204895,0.0906,0.089,0.05,578.7593493000004
14,2.783189368915558,2.3163549547195434,0.1026,0.099,0.05,28.191279299999223
15,1586.4569564373016,2.3142406368255615,0.0908,0.102,0.05,1528.276797800001
